48
13797641,0,1,132.7767121878866,addr:city,Porto,addr:postcode,4249-004,addr:street,Praça Nove de Abril,alt_name,Arca d'Água,contact:website,https://ambiente.cm-porto.pt/parques-e-jardins/jardim-de-arca-d-agua-1,dog,yes,leisure,park,name,Jardim de Arca d'Água,opening_hours,24/7
13797642,0,2,181.72650973602413,addr:city,Porto,addr:postcode,4249-004,addr:street,Praça Nove de Abril,alt_name,Arca d'Água,contact:website,https://ambiente.cm-porto.pt/parques-e-jardins/jardim-de-arca-d-agua-1,dog,yes,leisure,park,name,Jardim de Arca d'Água,opening_hours,24/7

13797643,6,0,425.68440614763163,addr:city,Porto,addr:postcode,4249-004,addr:street,Praça Nove de Abril,alt_name,Arca d'Água,contact:website,https://ambiente.cm-porto.pt/parques-e-jardins/jardim-de-arca-d-agua-1,dog,yes,leisure,park,name,Jardim de Arca d'Água,opening_hours,24/7
13797644,6,4,133.4843639722696,addr:city,Porto,addr:postcode,4249-004,addr:street,Praça Nove de Abril,alt_name,Arca d'Água,contact:website,https://ambiente.cm-porto.pt/parques-e-jardins/jardim-de-arca-d-agua-1,dog,yes,leisure,park,name,Jardim de Arca d'Água,opening_hours,24/7

13797645,5,7,146.767084775369575,addr:city,Porto,addr:postcode,4249-004,addr:street,Praça Nove de Abril,alt_name,Arca d'Água,contact:website,https://ambiente.cm-porto.pt/parques-e-jardins/jardim-de-arca-d-agua-1,dog,yes,leisure,park,name,Jardim de Arca d'Água,opening_hours,24/7

13797704,2,3,109.251210818343319,alt_name,Praça Nove de Abril ; Praça de 9 de Abril ; Praça 9 de Abril; Arca de Água,highway,secondary,lanes,2,loc_name,Arca d'Água,name,Praça de Nove de Abril,oneway,no,surface,asphalt
13797705,2,0,150.33072089604081,alt_name,Praça Nove de Abril ; Praça de 9 de Abril ; Praça 9 de Abril; Arca de Água,highway,secondary,lanes,2,loc_name,Arca d'Água,name,Praça de Nove de Abril,oneway,no,surface,asphalt
13797706,2,6,224.63943538904638,alt_name,Praça Nove de Abril ; Praça de 9 de Abril ; Praça 9 de Abril; Arca de Água,highway,secondary,lanes,2,loc_name,Arca d'Água,name,Praça de Nove de Abril,oneway,no,surface,asphalt

13798697,4,10,315.990829469909123,highway,secondary,name,Rua do Amial,oneway,no,surface,asphalt
13798698,4,5,131.06118885602068,highway,secondary,name,Rua do Amial,oneway,no,surface,asphalt
13798699,4,6,110.27652211959968,highway,secondary,name,Rua do Amial,oneway,no,surface,asphalt
13798700,4,11,458.178757959319219,highway,secondary,name,Rua do Amial,oneway,no,surface,asphalt
26248565,4,3,104.92517801779353,highway,residential,name,Rua de Delfim Maia,oneway,yes

26248566,7,8,103.833178699807655,highway,residential,name,Rua de Delfim Maia,oneway,yes
26248567,7,4,172.622951898353808,highway,residential,name,Rua de Delfim Maia,oneway,yes

26248568,1,2,131.357024048453003,highway,residential,lit,yes,name,Rua de Leonardo Coimbra,oneway,yes,surface,asphalt
26248569,1,20,991.29118825162311,highway,residential,lit,yes,name,Rua de Leonardo Coimbra,oneway,yes,surface,asphalt
26248570,1,18,837.794782332352756,highway,residential,lit,yes,name,Rua de Leonardo Coimbra,oneway,yes,surface,asphalt

30912875,20,1,915.107587493269733,alt_name,Praça Nove de Abril ; Praça de 9 de Abril ; Praça 9 de Abril; Arca de Água,highway,residential,lit,yes,loc_name,Arca d'Água,name,Praça de Nove de Abril,oneway,yes,sidewalk,right,surface,sett
30912876,20,3,716.39069777443167,alt_name,Praça Nove de Abril ; Praça de 9 de Abril ; Praça 9 de Abril; Arca de Água,highway,residential,lit,yes,loc_name,Arca d'Água,name,Praça de Nove de Abril,oneway,yes,sidewalk,right,surface,sett
28184663,20,17,246.22873465873456

13931958,3,20,729.79342792433823
42109988,3,4,123.34577863457438
42109998,3,11,500.67234876243872

84869812,11,4,412.73478623472234
59851158,11,15,365.23459778923459

47139103,10,7,122.04275698390483
12000526,10,12,74.097340093475701
90915636,10,11,81.983790650928658

10568680,8,10,68.986045969586432
35384154,8,9,72.987265098243659

20801419,18,1,920.01965974689574

33700479,17,18,90.098764598769845
22160819,17,19,57.987649857698584

38013950,19,20,63.879136489688374

71699159,15,16,61.893947691385654
50755631,15,10,150.98716578456848
79274774,15,14,55.817548718464734

46196240,12,8,115.98175349817294
53069645,12,13,76.397249871132553
86484089,12,14,48.983476983679384

61211551,9,13,120.82735692836453

80806623,16,17,62.019854891756543
20641966,16,19,98.938576984375949
74253360,16,14,109.19836498762343

73544363,13,12,70.876348736487473

44998065,14,12,48.893674986489738
92819203,14,15,53.892364873647337
