48
13797641,1,2,132.7767121878866,addr:city,Porto,addr:postcode,4249-004,addr:street,Praça Nove de Abril,alt_name,Arca d'Água,contact:website,https://ambiente.cm-porto.pt/parques-e-jardins/jardim-de-arca-d-agua-1,dog,yes,leisure,park,name,Jardim de Arca d'Água,opening_hours,24/7
13797642,1,3,181.72650973602413,addr:city,Porto,addr:postcode,4249-004,addr:street,Praça Nove de Abril,alt_name,Arca d'Água,contact:website,https://ambiente.cm-porto.pt/parques-e-jardins/jardim-de-arca-d-agua-1,dog,yes,leisure,park,name,Jardim de Arca d'Água,opening_hours,24/7

13797643,7,1,425.68440614763163,addr:city,Porto,addr:postcode,4249-004,addr:street,Praça Nove de Abril,alt_name,Arca d'Água,contact:website,https://ambiente.cm-porto.pt/parques-e-jardins/jardim-de-arca-d-agua-1,dog,yes,leisure,park,name,Jardim de Arca d'Água,opening_hours,24/7
13797644,7,5,133.4843639722696,addr:city,Porto,addr:postcode,4249-004,addr:street,Praça Nove de Abril,alt_name,Arca d'Água,contact:website,https://ambiente.cm-porto.pt/parques-e-jardins/jardim-de-arca-d-agua-1,dog,yes,leisure,park,name,Jardim de Arca d'Água,opening_hours,24/7

13797645,6,8,146.767084775369575,addr:city,Porto,addr:postcode,4249-004,addr:street,Praça Nove de Abril,alt_name,Arca d'Água,contact:website,https://ambiente.cm-porto.pt/parques-e-jardins/jardim-de-arca-d-agua-1,dog,yes,leisure,park,name,Jardim de Arca d'Água,opening_hours,24/7

13797704,3,4,109.251210818343319,alt_name,Praça Nove de Abril ; Praça de 9 de Abril ; Praça 9 de Abril; Arca de Água,highway,secondary,lanes,2,loc_name,Arca d'Água,name,Praça de Nove de Abril,oneway,no,surface,asphalt
13797705,3,1,150.33072089604081,alt_name,Praça Nove de Abril ; Praça de 9 de Abril ; Praça 9 de Abril; Arca de Água,highway,secondary,lanes,2,loc_name,Arca d'Água,name,Praça de Nove de Abril,oneway,no,surface,asphalt
13797706,3,7,224.63943538904638,alt_name,Praça Nove de Abril ; Praça de 9 de Abril ; Praça 9 de Abril; Arca de Água,highway,secondary,lanes,2,loc_name,Arca d'Água,name,Praça de Nove de Abril,oneway,no,surface,asphalt

13798697,5,11,315.990829469909123,highway,secondary,name,Rua do Amial,oneway,no,surface,asphalt
13798698,5,6,131.06118885602068,highway,secondary,name,Rua do Amial,oneway,no,surface,asphalt
13798699,5,7,110.27652211959968,highway,secondary,name,Rua do Amial,oneway,no,surface,asphalt
13798700,5,12,458.178757959319219,highway,secondary,name,Rua do Amial,oneway,no,surface,asphalt
26248565,5,4,104.92517801779353,highway,residential,name,Rua de Delfim Maia,oneway,yes

26248566,8,9,103.833178699807655,highway,residential,name,Rua de Delfim Maia,oneway,yes
26248567,8,5,172.622951898353808,highway,residential,name,Rua de Delfim Maia,oneway,yes

26248568,2,3,131.357024048453003,highway,residential,lit,yes,name,Rua de Leonardo Coimbra,oneway,yes,surface,asphalt
26248569,2,21,991.29118825162311,highway,residential,lit,yes,name,Rua de Leonardo Coimbra,oneway,yes,surface,asphalt
26248570,2,19,837.794782332352756,highway,residential,lit,yes,name,Rua de Leonardo Coimbra,oneway,yes,surface,asphalt

30912875,21,2,915.107587493269733,alt_name,Praça Nove de Abril ; Praça de 9 de Abril ; Praça 9 de Abril; Arca de Água,highway,residential,lit,yes,loc_name,Arca d'Água,name,Praça de Nove de Abril,oneway,yes,sidewalk,right,surface,sett
30912876,21,4,716.39069777443167,alt_name,Praça Nove de Abril ; Praça de 9 de Abril ; Praça 9 de Abril; Arca de Água,highway,residential,lit,yes,loc_name,Arca d'Água,name,Praça de Nove de Abril,oneway,yes,sidewalk,right,surface,sett
28184663,21,18,246.22873465873456

13931958,4,21,729.79342792433823
42109988,4,5,123.34577863457438
42109998,4,12,500.67234876243872

84869812,12,5,412.73478623472234
59851158,12,16,365.23459778923459

47139103,11,8,122.04275698390483
12000526,11,13,74.097340093475701
90915636,11,12,81.983790650928658

10568680,9,11,68.986045969586432
35384154,9,10,72.987265098243659

20801419,19,2,920.01965974689574

33700479,18,19,90.098764598769845
22160819,18,20,57.987649857698584

38013950,20,21,63.879136489688374

71699159,16,17,61.893947691385654
50755631,16,11,150.98716578456848
79274774,16,15,55.817548718464734

46196240,13,9,115.98175349817294
53069645,13,14,76.397249871132553
86484089,13,15,48.983476983679384

61211551,10,14,120.82735692836453

80806623,17,18,62.019854891756543
20641966,17,20,98.938576984375949
74253360,17,15,109.19836498762343

73544363,14,13,70.876348736487473

44998065,15,13,48.893674986489738
92819203,15,16,53.892364873647337
